Price Period,Town,Super,Diesel,Kerosene
15th August 2022 - 14th September 2022,Kaptarakwa,159.72,140.91,128.87
15th August 2022 - 14th September 2022,Kapese,162.67,143.86,131.82
15th August 2022 - 14th September 2022,Kalemngorok,162.07,143.25,131.21
15th August 2022 - 14th September 2022,Marich,161.04,142.24,130.19
15th August 2022 - 14th September 2022,Alale,161.54,142.72,130.68
15th August 2022 - 14th September 2022,Kunyao,161.19,142.39,130.34
15th August 2022 - 14th September 2022,Asilong,160.78,141.98,129.93
15th August 2022 - 14th September 2022,Orolwo,160.82,142.01,129.97
15th August 2022 - 14th September 2022,Sebit,160.77,141.96,129.92
15th August 2022 - 14th September 2022,Morpus,160.68,141.87,129.82
15th August 2022 - 14th September 2022,Chepkorniswo,160.57,141.75,129.71
15th August 2022 - 14th September 2022,Kaibichbich,160.51,141.7,129.66
15th August 2022 - 14th September 2022,Keringet,160.24,141.43,129.39
15th August 2022 - 14th September 2022,Kisumu,159.53,140.7,128.66
15th August 2022 - 14th September 2022,Sondu,159.64,140.8,128.77
15th August 2022 - 14th September 2022,Oyugis,160.11,141.29,129.25
15th August 2022 - 14th September 2022,Kakamega,159.58,140.75,128.72
15th August 2022 - 14th September 2022,Mumias,159.86,141.03,128.99
15th August 2022 - 14th September 2022,Bondo,159.75,140.91,128.88
15th August 2022 - 14th September 2022,Siaya,159.86,141.04,129.0
15th August 2022 - 14th September 2022,Kericho,160.05,141.21,129.17
15th August 2022 - 14th September 2022,Nyamira,160.1,141.28,129.24
15th August 2022 - 14th September 2022,Kisii,160.41,141.58,129.55
15th August 2022 - 14th September 2022,Sotik,160.24,141.42,129.38
15th August 2022 - 14th September 2022,Keroka,160.43,141.6,129.56
15th August 2022 - 14th September 2022,Busia,160.4,141.57,129.54
15th August 2022 - 14th September 2022,Homabay,160.35,141.52,129.48
15th August 2022 - 14th September 2022,Migori,161.2,142.37,130.34
15th August 2022 - 14th September 2022,Isebania,161.48,142.66,130.62
15th August 2022 - 14th September 2022,Bomet,160.64,141.82,129.78
15th August 2022 - 14th September 2022,Muhoroni,159.77,140.93,128.9
15th August 2022 - 14th September 2022,Mbita,160.34,141.5,129.47
15th August 2022 - 14th September 2022,Mbale,159.53,140.7,128.66
15th August 2022 - 14th September 2022,Etago,160.99,142.15,130.12
15th August 2022 - 14th September 2022,Magenche,161.08,142.26,130.22
15th August 2022 - 14th September 2022,Kilgoris,160.92,142.09,130.06
15th August 2022 - 14th September 2022,Malava,159.9,141.06,129.03
15th August 2022 - 14th September 2022,Lugari,160.29,141.45,129.42
15th August 2022 - 14th September 2022,Rodi Kopany,160.41,141.58,129.55
15th August 2022 - 14th September 2022,Ndhiwa,160.68,141.86,129.82
15th August 2022 - 14th September 2022,Rangwe,160.4,141.57,129.54
15th August 2022 - 14th September 2022,Sindo,160.41,141.58,129.55
15th August 2022 - 14th September 2022,Awasi,159.5,140.66,128.63
15th August 2022 - 14th September 2022,Ahero,159.53,140.7,128.66
15th August 2022 - 14th September 2022,Ugunja,159.96,141.13,129.1
15th August 2022 - 14th September 2022,Asembo,159.62,140.78,128.75
15th August 2022 - 14th September 2022,Usenge,160.09,141.26,129.22
15th August 2022 - 14th September 2022,Harambee,159.57,140.75,128.71
15th August 2022 - 14th September 2022,Muhuru Bay,161.34,142.52,130.48
15th August 2022 - 14th September 2022,Kehancha,161.58,142.75,130.71
15th August 2022 - 14th September 2022,Ntimaru,161.88,143.06,131.02
15th August 2022 - 14th September 2022,Rongo,160.66,141.83,129.8
15th August 2022 - 14th September 2022,Kaspokwony,160.62,141.8,129.75
15th August 2022 - 14th September 2022,Chwele,160.57,141.74,129.7
15th August 2022 - 14th September 2022,Kimilili,160.49,141.67,129.62
15th August 2022 - 14th September 2022,Nambale,160.4,141.57,129.54
15th August 2022 - 14th September 2022,SioPort,160.39,141.56,129.53
15th August 2022 - 14th September 2022,Port Bunyala,160.44,141.61,129.57
15th August 2022 - 14th September 2022,Funyula,160.26,141.43,129.4
15th August 2022 - 14th September 2022,Ogembo,160.57,141.74,129.7
15th August 2022 - 14th September 2022,Nyangusu,160.83,142.0,129.96
15th August 2022 - 14th September 2022,Sengera,160.75,141.92,129.88
15th August 2022 - 14th September 2022,Keumbu,160.48,141.64,129.61
15th August 2022 - 14th September 2022,Marani,160.18,141.35,129.31
15th August 2022 - 14th September 2022,Kerina,160.54,141.71,129.68
15th August 2022 - 14th September 2022,Ikonge,159.9,141.07,129.03
15th August 2022 - 14th September 2022,Nyansiongo,160.3,141.47,129.43
February 15th 2022 - March 14th 2022,Mombasa,127.46,108.36,101.29
February 15th 2022 - March 14th 2022,Kilifi,128.17,109.07,102.01
February 15th 2022 - March 14th 2022,Likoni Mainland,127.82,108.71,101.65
February 15th 2022 - March 14th 2022,Kwale,127.82,108.71,101.65
February 15th 2022 - March 14th 2022,Malindi,128.39,109.27,102.21
February 15th 2022 - March 14th 2022,Lungalunga,128.53,109.43,102.36
February 15th 2022 - March 14th 2022,Voi,128.94,109.84,102.76
February 15th 2022 - March 14th 2022,Taveta,130.36,111.24,104.18
February 15th 2022 - March 14th 2022,Lamu,130.77,111.65,104.59
February 15th 2022 - March 14th 2022,Hola,131.05,111.94,104.88
February 15th 2022 - March 14th 2022,Nairobi,129.72,110.6,103.54
February 15th 2022 - March 14th 2022,Thika,129.72,110.6,103.54
February 15th 2022 - March 14th 2022,Machakos,129.95,110.84,103.78
February 15th 2022 - March 14th 2023,Matuu,130.6180414752543,111.50157446276752,104.44027042970876
February 15th 2022 - March 14th 2022,Kajiado,130.13,111.01,103.95
February 15th 2022 - March 14th 2022,Makuyu,130.0,110.88,103.82
February 15th 2022 - March 14th 2022,Muranga,130.24,111.12,104.06
February 15th 2022 - March 14th 2022,Sagana,130.45,111.34,104.27
February 15th 2022 - March 14th 2022,Embu,130.82,111.7,104.64
February 15th 2022 - March 14th 2022,Kerugoya,130.73,111.63,104.57
February 15th 2022 - March 14th 2022,Narok,131.1,111.99,104.92
February 15th 2022 - March 14th 2022,Nyeri,131.09,111.97,104.91
February 15th 2022 - March 14th 2022,Namanga,131.25,112.15,105.07
February 15th 2022 - March 14th 2022,Kiganjo,131.05,111.93,104.87
February 15th 2022 - March 14th 2022,Chuka,131.35,112.23,105.17
February 15th 2022 - March 14th 2022,Kitui,131.24,112.13,105.06
February 15th 2022 - March 14th 2022,Mwingi,131.63,112.51,105.45
February 15th 2022 - March 14th 2022,Nanyuki,131.64,112.54,105.46
February 15th 2022 - March 14th 2022,Nkubu,132.61,113.5,106.43
February 15th 2022 - March 14th 2022,Mtito Andei,132.15,113.03,105.97
February 15th 2022 - March 14th 2022,Meru,132.81,113.69,106.63
February 15th 2022 - March 14th 2022,Isiolo,132.67,113.55,106.49
February 15th 2022 - March 14th 2022,Maua,133.26,114.15,107.08
February 15th 2022 - March 14th 2022,Garissa,133.88,114.77,107.71
February 15th 2022 - March 14th 2022,Marsabit,137.57,118.45,111.39
February 15th 2022 - March 14th 2022,Liboi,136.65,117.54,110.47
February 15th 2022 - March 14th 2022,Moyale,139.15,120.03,112.97
February 15th 2022 - March 14th 2022,Sololo,138.2,119.09,112.03
February 15th 2022 - March 14th 2022,Habaswein,136.57,117.46,110.4
February 15th 2022 - March 14th 2022,Dadaab,135.27,116.15,109.09
February 15th 2022 - March 14th 2022,Tarbaj,138.82,119.71,112.64
February 15th 2022 - March 14th 2022,Elwak,140.42,121.32,114.25
February 15th 2022 - March 14th 2022,Wajir,138.97,119.87,112.8
February 15th 2022 - March 14th 2022,Modogashe,136.72,117.6,110.54
February 15th 2022 - March 14th 2022,Mandera,142.75,123.64,116.58
February 15th 2022 - March 14th 2022,Nakuru,129.24,110.43,103.39
February 15th 2022 - March 14th 2022,Gilgil,129.21,110.39,103.36
February 15th 2022 - March 14th 2022,Mogotio,129.2,110.38,103.33
February 15th 2022 - March 14th 2022,Molo,129.29,110.46,103.43
February 15th 2022 - March 14th 2022,Olenguruone,129.99,111.16,104.13
February 15th 2022 - March 14th 2022,Londiani,129.5,110.69,103.65
February 15th 2022 - March 14th 2022,Nyahururu,129.49,110.68,103.64
February 15th 2022 - March 14th 2022,Archers Post,132.48,113.66,106.63
February 15th 2022 - March 14th 2022,Lodosoit,133.57,114.76,107.72
February 15th 2022 - March 14th 2022,Naivasha,129.57,110.75,103.71
February 15th 2022 - March 14th 2022,Marigat,129.97,111.15,104.11
February 15th 2022 - March 14th 2022,Kabarnet ,130.46,111.64,104.61
February 15th 2022 - March 14th 2022,Maralal,131.54,112.73,105.69
February 15th 2022 - March 14th 2022,Eldoret,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Kiplombe,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Iten,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Naiberi,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Kesses,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Kapsabet,130.14,111.34,104.28
February 15th 2022 - March 14th 2022,Webuye,130.55,111.75,104.7
February 15th 2022 - March 14th 2022,Kitale,130.49,111.68,104.63
February 15th 2022 - March 14th 2022,Kapenguria ,131.12,112.32,105.27
February 15th 2022 - March 14th 2022,Bungoma,130.9,112.08,105.04
February 15th 2022 - March 14th 2022,Moiben,130.14,111.34,104.28
February 15th 2022 - March 14th 2022,Matunda,130.12,111.3,104.26
February 15th 2022 - March 14th 2022,Burnt Forest,130.08,111.27,104.22
February 15th 2022 - March 14th 2022,Tambach,130.16,111.36,104.31
February 15th 2022 - March 14th 2022,Kapsowar,130.64,111.82,104.78
February 15th 2022 - March 14th 2022,Chebara,130.52,111.7,104.66
February 15th 2022 - March 14th 2022,Kimwarer,130.44,111.63,104.59
February 15th 2022 - March 14th 2022,Timboroa,130.36,111.55,104.5
February 15th 2022 - March 14th 2022,Nandi Hills,130.32,111.51,104.47
February 15th 2022 - March 14th 2022,Kaiboi,130.18,111.37,104.33
February 15th 2022 - March 14th 2022,Kiminini,130.67,111.87,104.81
February 15th 2022 - March 14th 2022,Endebes,131.03,112.21,105.16
February 15th 2022 - March 14th 2022,Saboti,130.7,111.89,104.85
February 15th 2022 - March 14th 2022,Chepareria,131.33,112.53,105.47
February 15th 2022 - March 14th 2022,Lomut,132.95,114.13,107.09
February 15th 2022 - March 14th 2022,Burgich,131.75,112.94,105.89
February 15th 2022 - March 14th 2022,Sigor,131.88,113.07,106.02
February 15th 2022 - March 14th 2022,Lowdar,134.31,115.5,108.45
February 15th 2022 - March 14th 2022,Kakuma,135.9,117.09,110.04
February 15th 2022 - March 14th 2022,Lokichar,133.3,114.5,107.45
February 15th 2022 - March 14th 2022,Kalokol,135.07,116.26,109.21
February 15th 2022 - March 14th 2022,Lokori,133.67,114.87,107.82
February 15th 2022 - March 14th 2022,Lokitaung,137.95,119.15,112.09
February 15th 2022 - March 14th 2022,Kapedo,132.95,114.13,107.09
February 15th 2022 - March 14th 2022,Malaba,131.3,112.48,105.44
February 15th 2022 - March 14th 2022,Lokichogio,137.08,118.28,111.23
February 15th 2022 - March 14th 2022,Ziwa,130.32,111.51,104.47
February 15th 2022 - March 14th 2022,Soy,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Moi's Bridge,130.19,111.38,104.34
February 15th 2022 - March 14th 2022,Turbo,130.08,111.27,104.22
February 15th 2022 - March 14th 2022,Kibish,138.19,119.37,112.33
February 15th 2022 - March 14th 2022,Nakalale,137.01,118.2,111.15
February 15th 2022 - March 14th 2022,Loima,133.42,114.62,107.57
February 15th 2022 - March 14th 2022,Lokiriama,134.99,116.19,109.13
February 15th 2022 - March 14th 2022,Kainuk,132.2,113.39,106.34
February 15th 2022 - March 14th 2022,Kacheliba,131.52,112.72,105.67
February 15th 2022 - March 14th 2022,Kiwawa,132.14,113.32,106.27
February 15th 2022 - March 14th 2022,Ortum,131.72,112.91,105.86
February 15th 2022 - March 14th 2022,Kachibora,130.52,111.7,104.66
February 15th 2022 - March 14th 2022,Kwanza,131.23,112.42,105.38
February 15th 2022 - March 14th 2022,Kaplamai,130.54,111.74,104.68
February 15th 2022 - March 14th 2022,Eldama Ravine,130.96,112.15,105.11
February 15th 2022 - March 14th 2022,Tenges,131.1,112.29,105.25
February 15th 2022 - March 14th 2022,Barwessa,131.21,112.41,105.35
February 15th 2022 - March 14th 2022,Kipsaraman,132.12,113.31,106.26
February 15th 2022 - March 14th 2022,Loruk,131.99,113.18,106.13
February 15th 2022 - March 14th 2022,Kabartonjo,130.96,112.15,105.11
February 15th 2022 - March 14th 2022,Tindiret,131.03,112.21,105.16
February 15th 2022 - March 14th 2022,O'lessos,130.19,111.38,104.34
February 15th 2022 - March 14th 2022,Kobujoi,130.59,111.79,104.74
February 15th 2022 - March 14th 2022,Serem,130.67,111.87,104.81
February 15th 2022 - March 14th 2022,Kabiyet,130.13,111.32,104.27
February 15th 2022 - March 14th 2022,Cheptulu,130.55,111.75,104.7
February 15th 2022 - March 14th 2022,Songor,131.1,112.29,105.25
February 15th 2022 - March 14th 2022,Kapcherop,130.73,111.93,104.88
February 15th 2022 - March 14th 2022,Sambalat,131.42,112.61,105.57
February 15th 2022 - March 14th 2022,Arror,131.07,112.27,105.21
February 15th 2022 - March 14th 2022,Tot,131.27,112.47,105.42
February 15th 2022 - March 14th 2022,Kaptarakwa,130.32,111.51,104.47
February 15th 2022 - March 14th 2022,Kisumu,130.12,111.3,104.26
February 15th 2022 - March 14th 2022,Sondu,130.23,111.4,104.37
February 15th 2022 - March 14th 2022,Oyugis,130.7,111.89,104.85
February 15th 2022 - March 14th 2022,Kakamega,130.17,111.35,104.32
February 15th 2022 - March 14th 2022,Mumias,130.44,111.63,104.59
February 15th 2022 - March 14th 2022,Bondo,130.33,111.51,104.48
February 15th 2022 - March 14th 2022,Siaya,130.45,111.64,104.6
February 15th 2022 - March 14th 2022,Kericho,130.63,111.81,104.77
February 15th 2022 - March 14th 2022,Nyamira,130.69,111.88,104.84
February 15th 2022 - March 14th 2022,Kisii,131.0,112.18,105.15
February 15th 2022 - March 14th 2022,Sotik,130.83,112.02,104.98
February 15th 2022 - March 14th 2022,Keroka,131.01,112.2,105.16
February 15th 2022 - March 14th 2022,Busia,130.99,112.17,105.14
February 15th 2022 - March 14th 2022,Homabay,130.94,112.12,105.08
February 15th 2022 - March 14th 2022,Migori,131.79,112.97,105.94
February 15th 2022 - March 14th 2022,Isebania,132.07,113.26,106.22
February 15th 2022 - March 14th 2022,Bomet,131.23,112.42,105.38
February 15th 2022 - March 14th 2022,Muhoroni,130.36,111.53,104.49
February 15th 2022 - March 14th 2022,Mbita,130.93,112.1,105.07
February 15th 2022 - March 14th 2022,Mbale,130.12,111.3,104.26
February 15th 2022 - March 14th 2022,Etago,131.58,112.75,105.72
February 15th 2022 - March 14th 2022,Magenche,131.67,112.86,105.82
February 15th 2022 - March 14th 2022,Kilgoris,131.51,112.69,105.66
15th February 2023 - 14th March 2023,Mombasa,174.98,159.76,143.69
15th February 2023 - 14th March 2023,Kilifi,175.69,160.47,144.41
15th February 2023 - 14th March 2023,Likoni Mainland,175.34,160.11,144.05
15th February 2023 - 14th March 2023,Kwale,175.34,160.11,144.05
15th February 2023 - 14th March 2023,Malindi,175.9,160.67,144.61
15th February 2023 - 14th March 2023,Lungalunga,176.05,160.83,144.76
15th February 2023 - 14th March 2023,Voi,176.46,161.24,145.17
15th February 2023 - 14th March 2023,Taveta,177.86,162.64,146.58
15th February 2023 - 14th March 2023,Lamu,178.27,163.06,147.0
15th February 2023 - 14th March 2023,Hola,178.57,163.34,147.28
15th February 2023 - 14th March 2023,Mpeketoni,178.27,163.06,147.0
15th February 2023 - 14th March 2023,Minjila,177.25,162.02,145.96
15th February 2023 - 14th March 2023,Garsen,177.33,162.11,146.05
15th February 2023 - 14th March 2023,Samburu,175.28,160.06,144.0
15th February 2023 - 14th March 2023,Taru,175.46,160.24,144.18
15th February 2023 - 14th March 2023,Mwatate,176.79,161.57,145.51
15th February 2023 - 14th March 2023,Wundanji,176.96,161.74,145.68
15th February 2023 - 14th March 2023,Kaloleni,175.13,159.92,143.85
15th February 2023 - 14th March 2023,Marereni,176.56,161.34,145.27
15th February 2023 - 14th March 2023,Nairobi,177.3,162.0,145.94
15th February 2023 - 14th March 2023,Thika,177.31,162.01,145.94
15th February 2023 - 14th March 2023,Machakos,177.54,162.24,146.18
15th February 2023 - 14th March 2023,Kajiado,177.72,162.42,146.36
15th February 2023 - 14th March 2023,Makuyu,177.59,162.29,146.23
15th February 2023 - 14th March 2023,Muranga,177.82,162.52,146.46
15th February 2023 - 14th March 2023,Sagana,178.05,162.75,146.68
15th February 2023 - 14th March 2023,Embu,178.4,163.1,147.04
15th February 2023 - 14th March 2023,Kerugoya,178.33,163.03,146.97
15th February 2023 - 14th March 2023,Narok,178.69,163.4,147.33
15th February 2023 - 14th March 2023,Nyeri,178.67,163.37,147.31
15th February 2023 - 14th March 2023,Namanga,178.85,163.55,147.48
15th February 2023 - 14th March 2023,Kiganjo,178.64,163.34,147.28
15th February 2023 - 14th March 2023,Chuka,178.93,163.63,147.57
15th February 2023 - 14th March 2023,Kitui,178.84,163.54,147.47
15th February 2023 - 14th March 2023,Mwingi,179.22,163.93,147.86
15th February 2023 - 14th March 2023,Nanyuki,179.23,163.94,147.87
15th February 2023 - 14th March 2023,Nkubu,180.21,164.91,148.84
15th February 2023 - 14th March 2023,Mtito Andei,179.74,164.44,148.38
15th February 2023 - 14th March 2023,Meru,180.4,165.1,149.04
15th February 2023 - 14th March 2023,Isiolo,180.26,164.96,148.89
15th February 2023 - 14th March 2023,Maua,180.85,165.56,149.49
15th February 2023 - 14th March 2023,Garissa,181.47,166.17,150.11
15th February 2023 - 14th March 2023,Marsabit,185.15,169.85,153.79
15th February 2023 - 14th March 2023,Liboi,184.24,168.94,152.87
15th February 2023 - 14th March 2023,Moyale,186.74,171.44,155.37
15th February 2023 - 14th March 2023,Sololo,185.79,170.49,154.43
15th February 2023 - 14th March 2023,Habaswein,184.16,168.86,152.8
15th February 2023 - 14th March 2023,Dadaab,182.85,167.55,151.49
15th February 2023 - 14th March 2023,Tarbaj,186.42,171.12,155.04
15th February 2023 - 14th March 2023,Elwak,188.02,172.72,156.65
15th February 2023 - 14th March 2023,Wajir,186.57,171.27,155.21
15th February 2023 - 14th March 2023,Modogashe,184.3,169.0,152.94
15th February 2023 - 14th March 2023,Mandera,190.35,175.05,158.98
15th February 2023 - 14th March 2023,Matuu,178.2,162.9,146.84
15th February 2023 - 14th March 2023,Merti,182.65,167.35,151.29
15th February 2023 - 14th March 2023,Oldonyiro,179.67,164.36,148.29
15th February 2023 - 14th March 2023,Eldas,188.34,173.04,156.98
15th February 2023 - 14th March 2023,Bute,185.38,170.08,154.02
15th February 2023 - 14th March 2023,Hadado,183.97,168.67,152.6
15th February 2023 - 14th March 2023,Mai Mahiu,177.42,162.12,146.06
15th February 2023 - 14th March 2023,Doldo,180.0,164.7,148.63
15th February 2023 - 14th March 2023,Lamuria,179.12,163.82,147.75
15th February 2023 - 14th March 2023,Sipili,179.98,164.68,148.62
15th February 2023 - 14th March 2023,Marimanti,179.61,164.31,148.25
15th February 2023 - 14th March 2023,Mutuobare,178.95,163.65,147.58
15th February 2023 - 14th March 2023,North Horr,186.11,170.82,154.75
15th February 2023 - 14th March 2023,Maikona,184.73,169.43,153.37
15th February 2023 - 14th March 2023,Kalacha,185.27,169.97,153.91
15th February 2023 - 14th March 2023,Loyangalani,185.34,170.04,153.97
15th February 2023 - 14th March 2023,Turbi,185.14,169.84,153.78
15th February 2023 - 14th March 2023,Laisamis,182.36,167.06,150.98
15th February 2023 - 14th March 2023,Merille,182.05,166.75,150.69
15th February 2023 - 14th March 2023,Korr,183.3,168.0,151.93
15th February 2023 - 14th March 2023,Nakuru,176.62,161.83,145.79
15th February 2023 - 14th March 2023,Gilgil,176.58,161.79,145.76
